PacketCounter;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw
08272;;;;;;;;;0.351302;-0.005137;-0.840608;-0.856649;0.051464;89.171791
08273;;;;;;;;;0.353546;-0.005096;-0.842726;-0.856360;0.050858;89.174088
08274;;;;;;;;;0.346652;-0.000890;-0.838574;-0.856806;0.050605;89.176086
08275;;;;;;;;;0.355788;-0.005059;-0.840614;-0.857045;0.051293;89.177315
08276;;;;;;;;;0.351136;-0.000814;-0.836465;-0.856322;0.051371;89.176910
08277;;;;;;;;;0.353544;-0.005099;-0.838495;-0.856274;0.051826;89.178993
08278;;;;;;;;;0.353547;-0.005095;-0.844842;-0.856231;0.050925;89.179245
08279;;;;;;;;;0.351140;-0.000808;-0.844926;-0.856123;0.051351;89.182236
08280;;;;;;;;;0.353463;-0.002934;-0.840655;-0.855832;0.051297;89.184959
08281;;;;;;;;;0.355789;-0.005056;-0.844845;-0.856584;0.051481;89.184677
08282;;;;;;;;;0.351304;-0.005134;-0.844839;-0.856500;0.051778;89.186966
08283;;;;;;;;;0.348816;0.001316;-0.844966;-0.856986;0.051665;89.189011
08284;;;;;;;;;0.353461;-0.002938;-0.836424;-0.855936;0.051839;89.190613
08285;;;;;;;;;0.351138;-0.000811;-0.840695;-0.855645;0.052727;89.190353
08286;;;;;;;;;0.346653;-0.000889;-0.840689;-0.855742;0.052669;89.192657
08287;;;;;;;;;0.344573;-0.005257;-0.836368;-0.855576;0.052422;89.193848
08288;;;;;;;;;0.350890;0.005674;-0.834480;-0.855676;0.051756;89.195427
08289;;;;;;;;;0.353300;0.001393;-0.842857;-0.854976;0.050894;89.197906
08290;;;;;;;;;0.355540;0.001428;-0.836514;-0.854917;0.050518;89.197189
08291;;;;;;;;;0.350974;0.003514;-0.838667;-0.855323;0.050749;89.199249
08292;;;;;;;;;0.348977;-0.003014;-0.838533;-0.855114;0.050718;89.200401
08293;;;;;;;;;0.351220;-0.002974;-0.840652;-0.855892;0.050534;89.202286
08294;;;;;;;;;0.353463;-0.002934;-0.840655;-0.855744;0.050958;89.204254
08295;;;;;;;;;0.349062;-0.005173;-0.844836;-0.855679;0.051647;89.205627
08296;;;;;;;;;0.351136;-0.000814;-0.836465;-0.856266;0.051943;89.207588
08297;;;;;;;;;0.346900;-0.007376;-0.842674;-0.855650;0.052850;89.210617
08298;;;;;;;;;0.351056;0.001351;-0.838623;-0.855996;0.052187;89.212036
08299;;;;;;;;;0.346734;-0.003053;-0.838530;-0.855780;0.052500;89.213852
08300;;;;;;;;;0.353462;-0.002936;-0.838539;-0.855430;0.053219;89.213432
08301;;;;;;;;;0.355705;-0.002895;-0.840658;-0.855493;0.052551;89.215248
08302;;;;;;;;;0.348894;-0.000853;-0.836462;-0.854788;0.051880;89.217018
08303;;;;;;;;;0.348894;-0.000853;-0.836462;-0.853814;0.051681;89.218895
08304;;;;;;;;;0.348979;-0.003011;-0.842764;-0.854011;0.052552;89.220375
08305;;;;;;;;;0.351139;-0.000809;-0.842811;-0.854909;0.052408;89.221825
08306;;;;;;;;;0.349059;-0.005177;-0.838490;-0.854617;0.052636;89.223068
08307;;;;;;;;;0.353546;-0.005096;-0.842726;-0.855030;0.053167;89.224525
08308;;;;;;;;;0.351058;0.001354;-0.842854;-0.854900;0.053938;89.227180
08309;;;;;;;;;0.348896;-0.000850;-0.840692;-0.854855;0.052785;89.228416
08310;;;;;;;;;0.351302;-0.005137;-0.840608;-0.854795;0.052418;89.228676
08311;;;;;;;;;0.351220;-0.002974;-0.840652;-0.854608;0.053003;89.229317
08312;;;;;;;;;0.346570;0.001271;-0.836502;-0.854429;0.053028;89.231171
08313;;;;;;;;;0.353300;0.001393;-0.842857;-0.854406;0.052088;89.232925
08314;;;;;;;;;0.351137;-0.000812;-0.838580;-0.854193;0.051656;89.234215
08315;;;;;;;;;0.353381;-0.000772;-0.840698;-0.854466;0.051733;89.235535
08316;;;;;;;;;0.342332;-0.005293;-0.840596;-0.854526;0.052231;89.237816
08317;;;;;;;;;0.353462;-0.002936;-0.838539;-0.854516;0.051994;89.239311
08318;;;;;;;;;0.351220;-0.002974;-0.840652;-0.853703;0.051893;89.241127
08319;;;;;;;;;0.346817;-0.005215;-0.840602;-0.853408;0.052194;89.242393
08320;;;;;;;;;0.355623;-0.000732;-0.840701;-0.853248;0.051965;89.243240
08321;;;;;;;;;0.351136;-0.000814;-0.836465;-0.853075;0.052420;89.245087
08322;;;;;;;;;0.348894;-0.000853;-0.836462;-0.852980;0.052309;89.246590
08323;;;;;;;;;0.353464;-0.002933;-0.842770;-0.852816;0.052484;89.247070
08324;;;;;;;;;0.351221;-0.002972;-0.842767;-0.852512;0.051468;89.248367
08325;;;;;;;;;0.349063;-0.005171;-0.846951;-0.852425;0.051837;89.250488
08326;;;;;;;;;0.351218;-0.002977;-0.836421;-0.852314;0.052294;89.252060
08327;;;;;;;;;0.351301;-0.005138;-0.838493;-0.851800;0.052070;89.254349
08328;;;;;;;;;0.348895;-0.000851;-0.838577;-0.851470;0.052165;89.255859
08329;;;;;;;;;0.353463;-0.002934;-0.840655;-0.851653;0.052403;89.257507
08330;;;;;;;;;0.353299;0.001392;-0.840742;-0.851369;0.051948;89.257034
08331;;;;;;;;;0.346735;-0.003052;-0.840646;-0.851748;0.052393;89.258430
08332;;;;;;;;;0.355543;0.001432;-0.842860;-0.852389;0.051986;89.259789
08333;;;;;;;;;0.351138;-0.000811;-0.840695;-0.852143;0.052232;89.262054
08334;;;;;;;;;0.351385;-0.007298;-0.842680;-0.852094;0.052308;89.262718
08335;;;;;;;;;0.349057;-0.005181;-0.834259;-0.851750;0.053248;89.264458
08336;;;;;;;;;0.348732;0.003476;-0.840779;-0.852600;0.052486;89.266670
08337;;;;;;;;;0.353462;-0.002936;-0.838539;-0.853669;0.052704;89.268600
08338;;;;;;;;;0.353461;-0.002938;-0.836424;-0.854158;0.052666;89.268349
08339;;;;;;;;;0.351057;0.001353;-0.840739;-0.854052;0.052357;89.270744
08340;;;;;;;;;0.346735;-0.003052;-0.840646;-0.853488;0.051816;89.272293
08341;;;;;;;;;0.353464;-0.002933;-0.842770;-0.853990;0.051877;89.272766
08342;;;;;;;;;0.344328;0.001234;-0.838614;-0.854298;0.051792;89.274818
08343;;;;;;;;;0.351219;-0.002975;-0.838536;-0.853698;0.051257;89.276527
08344;;;;;;;;;0.351219;-0.002975;-0.838536;-0.852986;0.051290;89.276741
08345;;;;;;;;;0.346652;-0.000890;-0.838574;-0.853184;0.051396;89.279190
08346;;;;;;;;;0.348976;-0.003016;-0.836418;-0.852328;0.051064;89.280884
08347;;;;;;;;;0.353627;-0.007261;-0.840567;-0.852649;0.050955;89.282883
08348;;;;;;;;;0.353462;-0.002936;-0.838539;-0.852519;0.051048;89.285133
08349;;;;;;;;;0.353381;-0.000772;-0.840698;-0.852515;0.051433;89.287636
08350;;;;;;;;;0.353465;-0.002932;-0.844885;-0.851989;0.051757;89.287270
08351;;;;;;;;;0.346652;-0.000890;-0.838574;-0.852616;0.051341;89.288185
08352;;;;;;;;;0.355788;-0.005057;-0.842730;-0.852928;0.051388;89.290771
08353;;;;;;;;;0.351137;-0.000812;-0.838580;-0.853756;0.051626;89.291641
08354;;;;;;;;;0.346735;-0.003052;-0.840646;-0.854110;0.051642;89.294243
08355;;;;;;;;;0.348899;-0.000845;-0.847039;-0.854466;0.051617;89.295471
08356;;;;;;;;;0.348897;-0.000848;-0.842808;-0.854523;0.051841;89.297325
08357;;;;;;;;;0.351138;-0.000811;-0.840695;-0.855028;0.051673;89.298241
08358;;;;;;;;;0.348897;-0.000848;-0.842808;-0.855146;0.051552;89.299400
08359;;;;;;;;;0.348976;-0.003016;-0.836418;-0.854654;0.050880;89.301598
08360;;;;;;;;;0.351304;-0.005134;-0.844839;-0.854624;0.050683;89.302856
08361;;;;;;;;;0.353135;0.005718;-0.840829;-0.854735;0.050054;89.304703
08362;;;;;;;;;0.348897;-0.000848;-0.842808;-0.854882;0.050030;89.306175
08363;;;;;;;;;0.353381;-0.000772;-0.840698;-0.855484;0.050121;89.307236
08364;;;;;;;;;0.350973;0.003512;-0.836552;-0.854450;0.049535;89.309853
08365;;;;;;;;;0.351302;-0.005137;-0.840608;-0.854899;0.049882;89.311874
08366;;;;;;;;;0.349140;-0.007342;-0.836331;-0.853746;0.049853;89.313377
08367;;;;;;;;;0.351302;-0.005137;-0.840608;-0.853472;0.049984;89.315941
08368;;;;;;;;;0.351137;-0.000812;-0.838580;-0.853257;0.050546;89.316772
08369;;;;;;;;;0.351220;-0.002974;-0.840652;-0.853613;0.051804;89.318314
08370;;;;;;;;;0.346818;-0.005213;-0.842717;-0.853953;0.052153;89.319138
08371;;;;;;;;;0.351383;-0.007301;-0.838449;-0.854115;0.052312;89.320358
08372;;;;;;;;;0.351303;-0.005135;-0.842724;-0.854811;0.052384;89.322945
08373;;;;;;;;;0.346735;-0.003052;-0.840646;-0.854073;0.052245;89.324211
08374;;;;;;;;;0.351137;-0.000812;-0.838580;-0.854270;0.052546;89.324966
08375;;;;;;;;;0.351220;-0.002974;-0.840652;-0.854253;0.052232;89.326317
08376;;;;;;;;;0.355787;-0.005060;-0.838499;-0.854048;0.052080;89.326447
08377;;;;;;;;;0.351219;-0.002975;-0.838536;-0.854517;0.051681;89.327744
08378;;;;;;;;;0.349058;-0.005179;-0.836374;-0.853295;0.052287;89.329590
08379;;;;;;;;;0.348895;-0.000851;-0.838577;-0.853482;0.052522;89.330818
08380;;;;;;;;;0.351304;-0.005134;-0.844839;-0.853717;0.052416;89.333145
08381;;;;;;;;;0.351301;-0.005138;-0.838493;-0.853754;0.052042;89.332939
08382;;;;;;;;;0.349141;-0.007340;-0.838446;-0.853701;0.052046;89.335770
08383;;;;;;;;;0.351382;-0.007303;-0.836334;-0.853439;0.052220;89.337250
08384;;;;;;;;;0.353546;-0.005096;-0.842726;-0.853112;0.052287;89.339973
08385;;;;;;;;;0.351138;-0.000811;-0.840695;-0.852322;0.053044;89.341591
08386;;;;;;;;;0.353544;-0.005099;-0.838495;-0.853158;0.052997;89.342773
08387;;;;;;;;;0.350974;0.003514;-0.838667;-0.852435;0.052731;89.340736
08388;;;;;;;;;0.351221;-0.002972;-0.842767;-0.852721;0.052239;89.343712
08389;;;;;;;;;0.349059;-0.005177;-0.838490;-0.852610;0.052331;89.339729
08390;;;;;;;;;0.351218;-0.002977;-0.836421;-0.852770;0.051851;89.342155
08391;;;;;;;;;0.348814;0.001313;-0.840736;-0.853064;0.052578;89.344902
08392;;;;;;;;;0.351303;-0.005135;-0.842724;-0.852244;0.052974;89.346245
08393;;;;;;;;;0.351222;-0.002971;-0.844882;-0.853142;0.053195;89.345619
08394;;;;;;;;;0.355703;-0.002900;-0.834311;-0.853551;0.054275;89.349579
08395;;;;;;;;;0.346814;-0.005220;-0.834256;-0.853715;0.054539;89.350380
08396;;;;;;;;;0.351304;-0.005134;-0.844839;-0.854094;0.054941;89.351410
08397;;;;;;;;;0.348979;-0.003011;-0.842764;-0.854047;0.055527;89.354095
08398;;;;;;;;;0.353463;-0.002934;-0.840655;-0.853292;0.055593;89.356445
08399;;;;;;;;;0.353462;-0.002936;-0.838539;-0.851767;0.055399;89.356895
08400;;;;;;;;;0.355623;-0.000734;-0.838586;-0.851253;0.054866;89.357063
08401;;;;;;;;;0.348894;-0.000853;-0.836462;-0.851082;0.054585;89.357826
08402;;;;;;;;;0.353461;-0.002938;-0.836424;-0.850541;0.053688;89.358032
08403;;;;;;;;;0.348977;-0.003014;-0.838533;-0.850094;0.053753;89.359390
08404;;;;;;;;;0.348897;-0.000848;-0.842808;-0.848880;0.053852;89.361908
08405;;;;;;;;;0.355705;-0.002897;-0.838542;-0.848523;0.053274;89.363380
08406;;;;;;;;;0.346816;-0.005217;-0.838486;-0.848288;0.053301;89.363762
08407;;;;;;;;;0.351139;-0.000809;-0.842811;-0.848145;0.053114;89.365669
08408;;;;;;;;;0.348978;-0.003013;-0.840649;-0.847790;0.053481;89.368332
08409;;;;;;;;;0.351300;-0.005140;-0.836377;-0.848015;0.053336;89.367577
08410;;;;;;;;;0.355623;-0.000732;-0.840701;-0.847690;0.053950;89.369423
08411;;;;;;;;;0.351137;-0.000812;-0.838580;-0.847550;0.053663;89.370903
08412;;;;;;;;;0.351219;-0.002975;-0.838536;-0.847377;0.053908;89.371376
08413;;;;;;;;;0.351302;-0.005137;-0.840608;-0.846744;0.053847;89.372421
08414;;;;;;;;;0.344657;-0.007417;-0.840555;-0.846877;0.053928;89.373917
08415;;;;;;;;;0.349142;-0.007339;-0.840561;-0.847107;0.053947;89.377052
08416;;;;;;;;;0.351138;-0.000811;-0.840695;-0.847181;0.054092;89.378937
08417;;;;;;;;;0.351219;-0.002975;-0.838536;-0.848208;0.054325;89.381271
08418;;;;;;;;;0.351139;-0.000809;-0.842811;-0.848341;0.054663;89.380379
08419;;;;;;;;;0.353547;-0.005095;-0.844842;-0.848294;0.054015;89.381546
08420;;;;;;;;;0.346652;-0.000890;-0.838574;-0.848247;0.053989;89.382454
08421;;;;;;;;;0.348976;-0.003016;-0.836418;-0.848755;0.053606;89.386101
08422;;;;;;;;;0.349140;-0.007342;-0.836331;-0.848031;0.053213;89.386475
08423;;;;;;;;;0.349056;-0.005182;-0.832143;-0.848292;0.053790;89.388039
08424;;;;;;;;;0.348977;-0.003014;-0.838533;-0.848551;0.053147;89.390976
08425;;;;;;;;;0.351301;-0.005138;-0.838493;-0.849023;0.052648;89.392998
08426;;;;;;;;;0.351218;-0.002977;-0.836421;-0.848668;0.052679;89.394035
08427;;;;;;;;;0.351221;-0.002972;-0.842767;-0.849364;0.051661;89.396553
08428;;;;;;;;;0.353545;-0.005098;-0.840611;-0.849862;0.051379;89.396698
08429;;;;;;;;;0.355705;-0.002897;-0.838542;-0.849571;0.050516;89.397934
08430;;;;;;;;;0.351140;-0.000808;-0.844926;-0.849739;0.050688;89.400536
08431;;;;;;;;;0.349059;-0.005177;-0.838490;-0.849812;0.050506;89.401375
08432;;;;;;;;;0.351219;-0.002975;-0.838536;-0.849184;0.051223;89.401505
08433;;;;;;;;;0.355786;-0.005062;-0.836383;-0.848793;0.051882;89.404015
08434;;;;;;;;;0.351219;-0.002975;-0.838536;-0.849267;0.052597;89.405205
08435;;;;;;;;;0.351220;-0.002974;-0.840652;-0.849164;0.052999;89.407753
08436;;;;;;;;;0.355543;0.001432;-0.842860;-0.849549;0.052289;89.408546
08437;;;;;;;;;0.349140;-0.007342;-0.836331;-0.850693;0.052505;89.409363
08438;;;;;;;;;0.348980;-0.003010;-0.844879;-0.851559;0.052076;89.408539
08439;;;;;;;;;0.353381;-0.000772;-0.840698;-0.851397;0.052699;89.413750
08440;;;;;;;;;0.355704;-0.002898;-0.836427;-0.851505;0.052490;89.414833
08441;;;;;;;;;0.348978;-0.003013;-0.840649;-0.852289;0.052275;89.415657
08442;;;;;;;;;0.355542;0.001431;-0.840745;-0.852119;0.052156;89.418007
08443;;;;;;;;;0.348978;-0.003013;-0.840649;-0.851863;0.052440;89.420311
08444;;;;;;;;;0.351219;-0.002975;-0.838536;-0.852640;0.052815;89.420418
08445;;;;;;;;;0.348976;-0.003016;-0.836418;-0.852900;0.053475;89.422295
08446;;;;;;;;;0.351385;-0.007298;-0.842680;-0.853770;0.053187;89.423729
08447;;;;;;;;;0.346652;-0.000890;-0.838574;-0.854369;0.053322;89.425514
08448;;;;;;;;;0.353461;-0.002938;-0.836424;-0.854743;0.053087;89.427788
08449;;;;;;;;;0.351304;-0.005134;-0.844839;-0.855227;0.053937;89.426949
08450;;;;;;;;;0.353463;-0.002934;-0.840655;-0.856508;0.053786;89.428955
08451;;;;;;;;;0.353463;-0.002934;-0.840655;-0.856547;0.054104;89.431625
08452;;;;;;;;;0.348978;-0.003013;-0.840649;-0.856873;0.054184;89.432610
08453;;;;;;;;;0.351219;-0.002975;-0.838536;-0.855772;0.053965;89.433258
08454;;;;;;;;;0.358111;-0.007184;-0.838458;-0.855598;0.054826;89.434868
08455;;;;;;;;;0.351300;-0.005140;-0.836377;-0.854634;0.054898;89.436005
08456;;;;;;;;;0.351218;-0.002977;-0.836421;-0.853462;0.054939;89.439751
08457;;;;;;;;;0.348981;-0.003008;-0.846995;-0.853659;0.054483;89.440857
08458;;;;;;;;;0.353624;-0.007265;-0.834221;-0.852751;0.054008;89.441284
08459;;;;;;;;;0.351220;-0.002974;-0.840652;-0.853287;0.055010;89.442024
08460;;;;;;;;;0.351220;-0.002974;-0.840652;-0.853929;0.055373;89.445587
08461;;;;;;;;;0.351467;-0.009461;-0.842636;-0.854427;0.054541;89.445618
08462;;;;;;;;;0.348977;-0.003014;-0.838533;-0.854420;0.053728;89.446281
08463;;;;;;;;;0.351219;-0.002975;-0.838536;-0.854539;0.053666;89.451988
08464;;;;;;;;;0.346570;0.001273;-0.838617;-0.854334;0.053175;89.451584
08465;;;;;;;;;0.346489;0.003437;-0.840776;-0.855267;0.053044;89.452507
08466;;;;;;;;;0.351385;-0.007298;-0.842680;-0.854121;0.053594;89.450729
08467;;;;;;;;;0.349060;-0.005176;-0.840605;-0.854220;0.054157;89.449333
08468;;;;;;;;;0.351302;-0.005137;-0.840608;-0.854600;0.054487;89.454124
08469;;;;;;;;;0.351220;-0.002974;-0.840652;-0.854462;0.054407;89.456001
08470;;;;;;;;;0.353299;0.001392;-0.840742;-0.854645;0.055152;89.456520
08471;;;;;;;;;0.351222;-0.002971;-0.844882;-0.855332;0.054869;89.457809
08472;;;;;;;;;0.353380;-0.000773;-0.838583;-0.854877;0.054134;89.456604
08473;;;;;;;;;0.348896;-0.000850;-0.840692;-0.854861;0.054054;89.457962
08474;;;;;;;;;0.346817;-0.005215;-0.840602;-0.854585;0.053792;89.458855
08475;;;;;;;;;0.349058;-0.005179;-0.836374;-0.854990;0.054015;89.460060
08476;;;;;;;;;0.349059;-0.005177;-0.838490;-0.855230;0.053912;89.462158
08477;;;;;;;;;0.348978;-0.003013;-0.840649;-0.855451;0.053278;89.463219
08478;;;;;;;;;0.349139;-0.007344;-0.834215;-0.855596;0.053619;89.465912
08479;;;;;;;;;0.351220;-0.002974;-0.840652;-0.855933;0.053751;89.466324
08480;;;;;;;;;0.355625;-0.000730;-0.844932;-0.856904;0.054426;89.469109
08481;;;;;;;;;0.348977;-0.003014;-0.838533;-0.857305;0.054186;89.469467
08482;;;;;;;;;0.351219;-0.002975;-0.838536;-0.857810;0.053684;89.469650
08483;;;;;;;;;0.355705;-0.002897;-0.838542;-0.857881;0.053629;89.470901
08484;;;;;;;;;0.351385;-0.007298;-0.842680;-0.858650;0.052822;89.471405
08485;;;;;;;;;0.348978;-0.003013;-0.840649;-0.858440;0.053223;89.473282
08486;;;;;;;;;0.351138;-0.000811;-0.840695;-0.859851;0.053494;89.476768
08487;;;;;;;;;0.348897;-0.000848;-0.842808;-0.860282;0.053622;89.477730
08488;;;;;;;;;0.348814;0.001313;-0.840736;-0.860782;0.053637;89.477150
08489;;;;;;;;;0.351220;-0.002974;-0.840652;-0.860861;0.054014;89.477074
08490;;;;;;;;;0.351386;-0.007297;-0.844795;-0.860565;0.053720;89.477463
08491;;;;;;;;;0.355705;-0.002897;-0.838542;-0.860834;0.053357;89.480057
08492;;;;;;;;;0.349059;-0.005177;-0.838490;-0.861300;0.052825;89.483101
08493;;;;;;;;;0.349142;-0.007339;-0.840561;-0.860501;0.053153;89.484009
08494;;;;;;;;;0.353463;-0.002934;-0.840655;-0.860362;0.053478;89.485130
08495;;;;;;;;;0.351221;-0.002972;-0.842767;-0.859527;0.053056;89.487534
08496;;;;;;;;;0.348895;-0.000851;-0.838577;-0.860043;0.053443;89.488045
08497;;;;;;;;;0.355869;-0.007223;-0.838455;-0.860015;0.053785;89.488579
08498;;;;;;;;;0.355789;-0.005056;-0.844845;-0.859473;0.053505;89.488464
08499;;;;;;;;;0.348980;-0.003010;-0.844879;-0.859548;0.053662;89.492462
08500;;;;;;;;;0.348977;-0.003014;-0.838533;-0.859776;0.054666;89.494637
08501;;;;;;;;;0.349142;-0.007339;-0.840561;-0.859506;0.053797;89.494728
08502;;;;;;;;;0.351140;-0.000808;-0.844926;-0.859692;0.053390;89.495384
08503;;;;;;;;;0.353466;-0.002930;-0.847001;-0.860119;0.052759;89.498283
08504;;;;;;;;;0.346734;-0.003053;-0.838530;-0.859612;0.052851;89.496780
08505;;;;;;;;;0.355705;-0.002895;-0.840658;-0.859429;0.053390;89.498703
08506;;;;;;;;;0.351302;-0.005137;-0.840608;-0.860106;0.053172;89.501068
08507;;;;;;;;;0.353463;-0.002934;-0.840655;-0.859609;0.052967;89.501602
08508;;;;;;;;;0.355786;-0.005062;-0.836383;-0.860340;0.053425;89.503769
08509;;;;;;;;;0.351384;-0.007300;-0.840564;-0.861030;0.053369;89.504250
08510;;;;;;;;;0.351301;-0.005138;-0.838493;-0.861902;0.052911;89.506226
08511;;;;;;;;;0.349059;-0.005177;-0.838490;-0.861791;0.052529;89.509140
08512;;;;;;;;;0.351384;-0.007300;-0.840564;-0.862479;0.052015;89.509979
08513;;;;;;;;;0.351218;-0.002977;-0.836421;-0.862101;0.051278;89.511246
08514;;;;;;;;;0.349062;-0.005173;-0.844836;-0.862720;0.051274;89.513931
08515;;;;;;;;;0.353380;-0.000773;-0.838583;-0.863326;0.050864;89.513458
08516;;;;;;;;;0.351219;-0.002975;-0.838536;-0.863645;0.050673;89.515182
08517;;;;;;;;;0.348978;-0.003013;-0.840649;-0.863610;0.050696;89.513016
08518;;;;;;;;;0.351138;-0.000811;-0.840695;-0.863643;0.051358;89.514389
08519;;;;;;;;;0.351136;-0.000814;-0.836465;-0.863079;0.050662;89.515846
08520;;;;;;;;;0.346733;-0.003055;-0.836415;-0.862962;0.050571;89.515732
08521;;;;;;;;;0.349060;-0.005176;-0.840605;-0.863241;0.051028;89.517120
08522;;;;;;;;;0.351302;-0.005137;-0.840608;-0.862307;0.050493;89.519897
08523;;;;;;;;;0.348899;-0.000845;-0.847039;-0.862203;0.050972;89.523438
08524;;;;;;;;;0.353544;-0.005099;-0.838495;-0.861515;0.051732;89.525032
08525;;;;;;;;;0.353463;-0.002934;-0.840655;-0.861324;0.051183;89.524872
08526;;;;;;;;;0.357947;-0.002858;-0.838545;-0.860904;0.050884;89.528183
08527;;;;;;;;;0.353629;-0.007258;-0.844798;-0.861755;0.050543;89.529167
08528;;;;;;;;;0.351302;-0.005137;-0.840608;-0.861805;0.050775;89.530632
08529;;;;;;;;;0.351219;-0.002975;-0.838536;-0.861570;0.050871;89.533562
08530;;;;;;;;;0.355705;-0.002897;-0.838542;-0.860818;0.051089;89.535202
08531;;;;;;;;;0.351384;-0.007300;-0.840564;-0.861156;0.051556;89.534882
08532;;;;;;;;;0.351059;0.001357;-0.847085;-0.861595;0.051257;89.535500
08533;;;;;;;;;0.353544;-0.005099;-0.838495;-0.861346;0.050975;89.539734
08534;;;;;;;;;0.349063;-0.005171;-0.846951;-0.861352;0.050691;89.535995
08535;;;;;;;;;0.353466;-0.002930;-0.847001;-0.861570;0.050839;89.538956
08536;;;;;;;;;0.346735;-0.003052;-0.840646;-0.861414;0.051182;89.541092
08537;;;;;;;;;0.351384;-0.007300;-0.840564;-0.861894;0.051171;89.540771
08538;;;;;;;;;0.346817;-0.005215;-0.840602;-0.861292;0.050832;89.542244
08539;;;;;;;;;0.346734;-0.003053;-0.838530;-0.861734;0.051428;89.545753
08540;;;;;;;;;0.349060;-0.005176;-0.840605;-0.861335;0.052295;89.547920
08541;;;;;;;;;0.353380;-0.000773;-0.838583;-0.861877;0.052424;89.548103
08542;;;;;;;;;0.355623;-0.000734;-0.838586;-0.861582;0.052143;89.549835
08543;;;;;;;;;0.355706;-0.002894;-0.842773;-0.861185;0.052060;89.549889
08544;;;;;;;;;0.351220;-0.002974;-0.840652;-0.860464;0.051451;89.550987
08545;;;;;;;;;0.351467;-0.009461;-0.842636;-0.861193;0.051071;89.553688
08546;;;;;;;;;0.346816;-0.005217;-0.838486;-0.860797;0.051039;89.556396
08547;;;;;;;;;0.353382;-0.000770;-0.842814;-0.861020;0.049769;89.561691
08548;;;;;;;;;0.348975;-0.003017;-0.834302;-0.860683;0.049532;89.562477
08549;;;;;;;;;0.349060;-0.005176;-0.840605;-0.860222;0.049969;89.561287
08550;;;;;;;;;0.346652;-0.000890;-0.838574;-0.860889;0.050242;89.562309
08551;;;;;;;;;0.351301;-0.005138;-0.838493;-0.860903;0.050600;89.565575
08552;;;;;;;;;0.349059;-0.005177;-0.838490;-0.860771;0.051404;89.565201
08553;;;;;;;;;0.353544;-0.005099;-0.838495;-0.860515;0.051788;89.567619
08554;;;;;;;;;0.349141;-0.007340;-0.838446;-0.860652;0.051756;89.570007
08555;;;;;;;;;0.348976;-0.003016;-0.836418;-0.860932;0.051022;89.572014
08556;;;;;;;;;0.353463;-0.002934;-0.840655;-0.861210;0.051399;89.575333
08557;;;;;;;;;0.351220;-0.002974;-0.840652;-0.861263;0.052141;89.575150
08558;;;;;;;;;0.351057;0.001353;-0.840739;-0.860722;0.051680;89.575600
08559;;;;;;;;;0.351138;-0.000811;-0.840695;-0.861517;0.051353;89.576637
08560;;;;;;;;;0.351220;-0.002974;-0.840652;-0.861234;0.050875;89.574501
08561;;;;;;;;;0.348978;-0.003013;-0.840649;-0.860268;0.050855;89.576729
08562;;;;;;;;;0.351057;0.001353;-0.840739;-0.860115;0.051417;89.578819
08563;;;;;;;;;0.346817;-0.005215;-0.840602;-0.860237;0.051278;89.581261
08564;;;;;;;;;0.346817;-0.005215;-0.840602;-0.861143;0.052199;89.580002
08565;;;;;;;;;0.348897;-0.000848;-0.842808;-0.860625;0.052426;89.583847
08566;;;;;;;;;0.351138;-0.000811;-0.840695;-0.861353;0.052328;89.585228
08567;;;;;;;;;0.349060;-0.005176;-0.840605;-0.861263;0.052161;89.585831
08568;;;;;;;;;0.349060;-0.005176;-0.840605;-0.860992;0.051380;89.586105
08569;;;;;;;;;0.346732;-0.003057;-0.834299;-0.861088;0.052044;89.589302
08570;;;;;;;;;0.348978;-0.003013;-0.840649;-0.860368;0.052559;89.590462
08571;;;;;;;;;0.349059;-0.005177;-0.838490;-0.860029;0.052176;89.592339
08572;;;;;;;;;0.353544;-0.005099;-0.838495;-0.860153;0.051697;89.593620
08573;;;;;;;;;0.349141;-0.007340;-0.838446;-0.860226;0.051453;89.595833
08574;;;;;;;;;0.353464;-0.002933;-0.842770;-0.860405;0.051434;89.597939
08575;;;;;;;;;0.349061;-0.005174;-0.842721;-0.860336;0.050980;89.600006
08576;;;;;;;;;0.353547;-0.005095;-0.844842;-0.860168;0.050895;89.599556
08577;;;;;;;;;0.348977;-0.003014;-0.838533;-0.859525;0.050693;89.601936
08578;;;;;;;;;0.351303;-0.005135;-0.842724;-0.859071;0.050529;89.603722
08579;;;;;;;;;0.358031;-0.005018;-0.842733;-0.859016;0.049824;89.605225
08580;;;;;;;;;0.353382;-0.000770;-0.842814;-0.859539;0.049371;89.607704
08581;;;;;;;;;0.349059;-0.005177;-0.838490;-0.859753;0.048913;89.608810
08582;;;;;;;;;0.346901;-0.007375;-0.844789;-0.859895;0.049257;89.608147
08583;;;;;;;;;0.351301;-0.005138;-0.838493;-0.860337;0.049310;89.611565
08584;;;;;;;;;0.351218;-0.002978;-0.834306;-0.859919;0.048713;89.614571
08585;;;;;;;;;0.351302;-0.005137;-0.840608;-0.859745;0.048925;89.615723
08586;;;;;;;;;0.351138;-0.000811;-0.840695;-0.860029;0.047814;89.616066
08587;;;;;;;;;0.351138;-0.000811;-0.840695;-0.859287;0.047448;89.618080
