PacketCounter;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw
03071;;;;;;;;;-0.011397;-0.323134;-0.844398;-1.047879;-0.113872;-179.989563
03072;;;;;;;;;-0.008828;-0.331748;-0.842112;-1.047860;-0.113475;179.991821
03073;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.047236;-0.113200;179.967270
03074;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.046389;-0.113009;179.936874
03075;;;;;;;;;-0.004423;-0.329505;-0.844277;-1.044292;-0.112838;179.905212
03076;;;;;;;;;-0.008991;-0.327421;-0.844314;-1.044849;-0.111701;179.865845
03077;;;;;;;;;-0.004669;-0.323016;-0.844408;-1.045388;-0.111995;179.814560
03078;;;;;;;;;-0.009073;-0.325259;-0.842242;-1.045273;-0.112563;179.760315
03079;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.046372;-0.112654;179.710281
03080;;;;;;;;;-0.006912;-0.323056;-0.844404;-1.048287;-0.113264;179.667892
03081;;;;;;;;;-0.008990;-0.327419;-0.846430;-1.049023;-0.114140;179.614899
03082;;;;;;;;;-0.008991;-0.327422;-0.842199;-1.048116;-0.113916;179.553116
03083;;;;;;;;;-0.006748;-0.327382;-0.844317;-1.048318;-0.113661;179.495499
03084;;;;;;;;;-0.004261;-0.333833;-0.842074;-1.048831;-0.113686;179.434525
03085;;;;;;;;;-0.002264;-0.327305;-0.842208;-1.049734;-0.113254;179.377472
03086;;;;;;;;;-0.006667;-0.329546;-0.842158;-1.049292;-0.112926;179.321960
03087;;;;;;;;;-0.004342;-0.331669;-0.844233;-1.049392;-0.111637;179.263992
03088;;;;;;;;;-0.002263;-0.327303;-0.844323;-1.049335;-0.111820;179.223007
03089;;;;;;;;;-0.006586;-0.331711;-0.839999;-1.048607;-0.112532;179.175400
03090;;;;;;;;;-0.002263;-0.327303;-0.844323;-1.048332;-0.112510;179.140762
03091;;;;;;;;;-0.002264;-0.327305;-0.842208;-1.048198;-0.112899;179.129150
03092;;;;;;;;;0.004463;-0.327189;-0.840102;-1.045996;-0.113331;179.129227
03093;;;;;;;;;-0.002264;-0.327305;-0.842208;-1.045270;-0.113086;179.129807
03094;;;;;;;;;-0.004425;-0.329508;-0.840046;-1.044540;-0.112822;179.130127
03095;;;;;;;;;-0.002263;-0.327303;-0.844323;-1.044134;-0.112752;179.130173
03096;;;;;;;;;-0.002265;-0.327306;-0.840092;-1.044529;-0.113274;179.130066
03097;;;;;;;;;-0.002510;-0.320816;-0.842339;-1.044618;-0.113709;179.130188
03098;;;;;;;;;-0.000021;-0.327266;-0.842211;-1.044113;-0.114113;179.130417
03099;;;;;;;;;-0.004424;-0.329507;-0.842161;-1.043878;-0.114562;179.130997
03100;;;;;;;;;-0.004344;-0.331671;-0.840003;-1.043493;-0.114116;179.131042
03101;;;;;;;;;-0.002182;-0.329468;-0.842164;-1.043475;-0.113949;179.131104
03102;;;;;;;;;-0.004260;-0.333832;-0.844190;-1.042198;-0.113646;179.132080
03103;;;;;;;;;-0.002181;-0.329466;-0.844280;-1.041532;-0.113083;179.133835
03104;;;;;;;;;-0.002181;-0.329466;-0.844280;-1.040762;-0.112461;179.134506
03105;;;;;;;;;0.000061;-0.329429;-0.842167;-1.039891;-0.111403;179.135223
03106;;;;;;;;;-0.004424;-0.329507;-0.842161;-1.038631;-0.110751;179.135712
03107;;;;;;;;;-0.000104;-0.325104;-0.840139;-1.037802;-0.110495;179.136230
03108;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.036789;-0.110171;179.137527
03109;;;;;;;;;-0.004588;-0.325181;-0.842248;-1.036663;-0.110457;179.138550
03110;;;;;;;;;-0.006584;-0.331708;-0.844230;-1.036262;-0.110468;179.139160
03111;;;;;;;;;-0.002020;-0.333797;-0.837846;-1.037620;-0.110124;179.169907
03112;;;;;;;;;-0.006420;-0.336034;-0.844143;-1.036456;-0.108891;179.257614
03113;;;;;;;;;0.000065;-0.329423;-0.850629;-1.036392;-0.109648;179.283493
03114;;;;;;;;;-0.004344;-0.331671;-0.840003;-1.036790;-0.110558;179.306137
03115;;;;;;;;;-0.004504;-0.327341;-0.846436;-1.036627;-0.111019;179.335663
03116;;;;;;;;;-0.004670;-0.323018;-0.842292;-1.036052;-0.110879;179.377518
03117;;;;;;;;;-0.006666;-0.329545;-0.844274;-1.035574;-0.110619;179.419693
03118;;;;;;;;;-0.008991;-0.327421;-0.844314;-1.034129;-0.110903;179.445068
03119;;;;;;;;;-0.008828;-0.331748;-0.842112;-1.033568;-0.111780;179.468979
03120;;;;;;;;;-0.002263;-0.327303;-0.844323;-1.033852;-0.111699;179.492416
03121;;;;;;;;;-0.004507;-0.327345;-0.840090;-1.034029;-0.111831;179.496826
03122;;;;;;;;;-0.006831;-0.325220;-0.842245;-1.033636;-0.111735;179.497147
03123;;;;;;;;;-0.001936;-0.335957;-0.842033;-1.033461;-0.110692;179.497833
03124;;;;;;;;;-0.006585;-0.331709;-0.842115;-1.032222;-0.109585;179.498856
03125;;;;;;;;;-0.006504;-0.333874;-0.839956;-1.031594;-0.109141;179.499756
03126;;;;;;;;;0.000062;-0.329427;-0.844283;-1.030453;-0.108652;179.500534
03127;;;;;;;;;-0.002265;-0.327306;-0.840092;-1.029552;-0.108885;179.500290
03128;;;;;;;;;-0.006665;-0.329543;-0.846389;-1.030003;-0.109091;179.500519
03129;;;;;;;;;-0.002018;-0.333794;-0.842077;-1.029631;-0.108930;179.501602
03130;;;;;;;;;-0.002264;-0.327305;-0.842208;-1.030256;-0.109322;179.502548
03131;;;;;;;;;-0.002346;-0.325142;-0.842251;-1.030451;-0.109452;179.503021
03132;;;;;;;;;-0.002427;-0.322977;-0.844410;-1.030541;-0.109901;179.504272
03133;;;;;;;;;-0.006667;-0.329546;-0.842158;-1.030845;-0.110744;179.504959
03134;;;;;;;;;-0.006667;-0.329546;-0.842158;-1.030660;-0.111247;179.506195
03135;;;;;;;;;-0.004342;-0.331669;-0.844233;-1.030424;-0.111462;179.507202
03136;;;;;;;;;-0.006584;-0.331708;-0.844230;-1.029542;-0.111306;179.507416
03137;;;;;;;;;-0.009073;-0.325259;-0.842242;-1.029513;-0.110384;179.509094
03138;;;;;;;;;-0.002429;-0.322980;-0.840180;-1.030962;-0.110680;179.596268
03139;;;;;;;;;-0.006666;-0.329545;-0.844274;-1.030844;-0.109140;179.635468
03140;;;;;;;;;-0.004421;-0.329502;-0.848508;-1.030517;-0.108712;179.636536
03141;;;;;;;;;-0.006747;-0.327380;-0.846433;-1.030588;-0.108636;179.637329
03142;;;;;;;;;0.000061;-0.329429;-0.842167;-1.029124;-0.108802;179.637634
03143;;;;;;;;;-0.006748;-0.327382;-0.844317;-1.028872;-0.108319;179.638245
03144;;;;;;;;;-0.006748;-0.327382;-0.844317;-1.027989;-0.108573;179.638107
03145;;;;;;;;;-0.006665;-0.329543;-0.846389;-1.027986;-0.108763;179.638779
03146;;;;;;;;;-0.004342;-0.331669;-0.844233;-1.028427;-0.109284;179.639420
03147;;;;;;;;;0.000062;-0.329427;-0.844283;-1.029342;-0.108503;179.640076
03148;;;;;;;;;-0.006585;-0.331709;-0.842115;-1.030395;-0.109071;179.640121
03149;;;;;;;;;-0.006831;-0.325220;-0.842245;-1.031405;-0.109913;179.640396
03150;;;;;;;;;-0.002263;-0.327303;-0.844323;-1.031586;-0.109910;179.641144
03151;;;;;;;;;-0.004343;-0.331670;-0.842118;-1.032040;-0.109918;179.642044
03152;;;;;;;;;-0.006584;-0.331708;-0.844230;-1.030826;-0.109758;179.643845
03153;;;;;;;;;-0.006749;-0.327383;-0.842202;-1.029889;-0.110030;179.644409
03154;;;;;;;;;-0.006749;-0.327383;-0.842202;-1.030334;-0.109859;179.647705
03155;;;;;;;;;-0.004344;-0.331671;-0.840003;-1.033237;-0.111816;179.798111
03156;;;;;;;;;-0.006747;-0.327380;-0.846433;-1.032286;-0.109249;179.829651
03157;;;;;;;;;-0.006668;-0.329547;-0.840043;-1.031514;-0.108857;179.833679
03158;;;;;;;;;-0.008829;-0.331750;-0.839996;-1.030598;-0.108573;179.835312
03159;;;;;;;;;-0.008991;-0.327422;-0.842199;-1.030934;-0.109147;179.835739
03160;;;;;;;;;-0.004507;-0.327345;-0.840090;-1.031251;-0.110017;179.835953
03161;;;;;;;;;-0.008825;-0.331744;-0.848458;-1.031645;-0.109895;179.836990
03162;;;;;;;;;-0.008908;-0.329582;-0.846386;-1.031561;-0.110582;179.837646
03163;;;;;;;;;-0.004424;-0.329507;-0.842161;-1.031855;-0.110960;179.838058
03164;;;;;;;;;-0.006584;-0.331708;-0.844230;-1.031677;-0.111489;179.839325
03165;;;;;;;;;-0.011234;-0.327461;-0.842196;-1.030742;-0.110987;179.840561
03166;;;;;;;;;-0.006745;-0.327377;-0.850663;-1.030563;-0.110290;179.841034
03167;;;;;;;;;-0.008991;-0.327421;-0.844314;-1.029910;-0.110523;179.842224
03168;;;;;;;;;0.000144;-0.331590;-0.844239;-1.033358;-0.110592;179.925125
03169;;;;;;;;;-0.008909;-0.329585;-0.842155;-1.030129;-0.108287;179.981934
03170;;;;;;;;;-0.006582;-0.331705;-0.848461;-1.029323;-0.108459;179.982864
03171;;;;;;;;;-0.008909;-0.329584;-0.844271;-1.030148;-0.108904;-179.974564
03172;;;;;;;;;-0.011070;-0.331787;-0.842108;-1.028926;-0.109150;-179.974442
03173;;;;;;;;;-0.011236;-0.327464;-0.837965;-1.029399;-0.108946;-179.973785
03174;;;;;;;;;-0.008908;-0.329582;-0.846386;-1.030288;-0.110611;-179.972153
03175;;;;;;;;;-0.008909;-0.329584;-0.844271;-1.032065;-0.111458;-179.923553
03176;;;;;;;;;-0.006749;-0.327383;-0.842202;-1.029030;-0.110546;-179.905945
03177;;;;;;;;;-0.006585;-0.331709;-0.842115;-1.028280;-0.110390;-179.903702
03178;;;;;;;;;-0.006749;-0.327383;-0.842202;-1.028339;-0.110182;-179.902634
03179;;;;;;;;;-0.008991;-0.327422;-0.842199;-1.027226;-0.108956;-179.902008
03180;;;;;;;;;-0.004424;-0.329507;-0.842161;-1.026937;-0.109382;-179.901825
03181;;;;;;;;;-0.002347;-0.325143;-0.840136;-1.026954;-0.109216;-179.901672
03182;;;;;;;;;-0.011069;-0.331786;-0.844224;-1.026331;-0.108773;-179.901886
03183;;;;;;;;;-0.011316;-0.325298;-0.842239;-1.026025;-0.108872;-179.900375
03184;;;;;;;;;-0.006748;-0.327382;-0.844317;-1.025043;-0.109215;-179.899002
03185;;;;;;;;;-0.008909;-0.329584;-0.844271;-1.024770;-0.108347;-179.898010
03186;;;;;;;;;-0.009155;-0.323095;-0.844401;-1.025158;-0.108225;-179.897507
03187;;;;;;;;;-0.004587;-0.325179;-0.844364;-1.026021;-0.107846;-179.897629
03188;;;;;;;;;-0.008745;-0.333910;-0.844183;-1.025534;-0.107430;-179.897049
03189;;;;;;;;;-0.004424;-0.329507;-0.842161;-1.026237;-0.107380;-179.855927
03190;;;;;;;;;-0.013396;-0.329665;-0.840034;-1.024677;-0.106358;-179.823853
03191;;;;;;;;;-0.009074;-0.325260;-0.840127;-1.025227;-0.108164;-179.824158
03192;;;;;;;;;-0.008828;-0.331748;-0.842112;-1.026869;-0.108841;-179.823700
03193;;;;;;;;;-0.011152;-0.329624;-0.842152;-1.027264;-0.109667;-179.824020
03194;;;;;;;;;-0.006667;-0.329546;-0.842158;-1.027287;-0.110879;-179.824142
03195;;;;;;;;;-0.011316;-0.325298;-0.842239;-1.028504;-0.111505;-179.823868
03196;;;;;;;;;-0.008993;-0.327425;-0.837968;-1.028809;-0.111826;-179.823868
03197;;;;;;;;;-0.004670;-0.323018;-0.842292;-1.028637;-0.112317;-179.823700
03198;;;;;;;;;-0.006667;-0.329546;-0.842158;-1.023048;-0.112996;-179.970917
03199;;;;;;;;;-0.008909;-0.329585;-0.842155;-1.020820;-0.113776;179.930038
03200;;;;;;;;;-0.006835;-0.325226;-0.833784;-1.020161;-0.114733;179.923996
03201;;;;;;;;;-0.011235;-0.327463;-0.840080;-1.021185;-0.114547;179.924179
03202;;;;;;;;;-0.004343;-0.331670;-0.842118;-1.020269;-0.114841;179.924561
03203;;;;;;;;;-0.008745;-0.333910;-0.844183;-1.020294;-0.114364;179.925293
03204;;;;;;;;;-0.006995;-0.320894;-0.842333;-1.018993;-0.113940;179.925201
03205;;;;;;;;;-0.004507;-0.327345;-0.840090;-1.018143;-0.114177;179.926376
03206;;;;;;;;;-0.011069;-0.331786;-0.844224;-1.018284;-0.115150;179.927261
03207;;;;;;;;;-0.004342;-0.331669;-0.844233;-1.017629;-0.114399;179.926895
03208;;;;;;;;;-0.006668;-0.329547;-0.840043;-1.017426;-0.114604;179.928619
03209;;;;;;;;;-0.011235;-0.327463;-0.840080;-1.018270;-0.114317;179.929153
03210;;;;;;;;;-0.006583;-0.331706;-0.846346;-1.018211;-0.113991;179.929260
03211;;;;;;;;;-0.004587;-0.325179;-0.844364;-1.018655;-0.114202;179.929169
03212;;;;;;;;;-0.006668;-0.329547;-0.840043;-1.018841;-0.114491;179.929062
03213;;;;;;;;;-0.006664;-0.329541;-0.848505;-1.017951;-0.114646;179.929062
03214;;;;;;;;;-0.004341;-0.331667;-0.846349;-1.018299;-0.113673;179.929276
03215;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.018044;-0.113692;179.929977
03216;;;;;;;;;-0.004423;-0.329505;-0.844277;-1.018039;-0.113275;179.929688
03217;;;;;;;;;-0.006668;-0.329547;-0.840043;-1.017715;-0.112782;179.930389
03218;;;;;;;;;-0.004343;-0.331670;-0.842118;-1.018398;-0.112631;179.931015
03219;;;;;;;;;-0.010986;-0.333947;-0.846296;-1.018215;-0.112629;179.931763
03220;;;;;;;;;-0.008829;-0.331750;-0.839996;-1.017949;-0.112262;179.932053
03221;;;;;;;;;-0.000022;-0.327267;-0.840096;-1.017886;-0.111766;179.932678
03222;;;;;;;;;-0.006502;-0.333871;-0.844187;-1.017791;-0.111134;179.933624
03223;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.017214;-0.110821;179.934799
03224;;;;;;;;;-0.008909;-0.329584;-0.844271;-1.016904;-0.111371;179.935928
03225;;;;;;;;;-0.011233;-0.327460;-0.844311;-1.016213;-0.111657;179.936844
03226;;;;;;;;;-0.006504;-0.333874;-0.839956;-1.016502;-0.111959;179.937302
03227;;;;;;;;;-0.008991;-0.327422;-0.842199;-1.016013;-0.112066;179.938293
03228;;;;;;;;;-0.006668;-0.329547;-0.840043;-1.015922;-0.111387;179.938644
03229;;;;;;;;;-0.006747;-0.327380;-0.846433;-1.016435;-0.111672;179.939453
03230;;;;;;;;;-0.004343;-0.331670;-0.842118;-1.016440;-0.110915;179.940079
03231;;;;;;;;;-0.006831;-0.325220;-0.842245;-1.015860;-0.111102;179.940582
03232;;;;;;;;;-0.004588;-0.325181;-0.842248;-1.015371;-0.111801;179.941620
03233;;;;;;;;;-0.008829;-0.331750;-0.839996;-1.015151;-0.111804;179.941696
03234;;;;;;;;;-0.006749;-0.327383;-0.842202;-1.015690;-0.112317;179.941391
03235;;;;;;;;;-0.008911;-0.329588;-0.837924;-1.014155;-0.112230;179.942230
03236;;;;;;;;;-0.011154;-0.329627;-0.837921;-1.014247;-0.111663;179.942169
03237;;;;;;;;;-0.006587;-0.331712;-0.837884;-1.014208;-0.111650;179.942719
03238;;;;;;;;;-0.008831;-0.331753;-0.835766;-1.014375;-0.112424;179.943008
03239;;;;;;;;;-0.006833;-0.325223;-0.838015;-1.014961;-0.113341;179.943512
03240;;;;;;;;;-0.004508;-0.327347;-0.837974;-1.015457;-0.113197;179.943863
03241;;;;;;;;;-0.006669;-0.329549;-0.837928;-1.015072;-0.113079;179.944641
03242;;;;;;;;;-0.006671;-0.329552;-0.833697;-1.015666;-0.113681;179.944183
03243;;;;;;;;;-0.009076;-0.325264;-0.835896;-1.015472;-0.114302;179.944504
03244;;;;;;;;;-0.006588;-0.331714;-0.835769;-1.015747;-0.114546;179.944473
03245;;;;;;;;;-0.002185;-0.329472;-0.835818;-1.015248;-0.115179;179.946228
03246;;;;;;;;;-0.004511;-0.327352;-0.831628;-1.015065;-0.114704;179.946457
03247;;;;;;;;;-0.002184;-0.329471;-0.837934;-1.015648;-0.113515;179.947327
03248;;;;;;;;;-0.008912;-0.329590;-0.835809;-1.014477;-0.112467;179.948090
03249;;;;;;;;;-0.002266;-0.327308;-0.837977;-1.014524;-0.111405;179.948990
03250;;;;;;;;;-0.008995;-0.327428;-0.833737;-1.014182;-0.110950;179.950073
03251;;;;;;;;;-0.009075;-0.325262;-0.838012;-1.013138;-0.111117;179.950989
03252;;;;;;;;;-0.006756;-0.327394;-0.827394;-1.012066;-0.111719;179.951660
03253;;;;;;;;;-0.006753;-0.327389;-0.833740;-1.011390;-0.111968;179.952103
03254;;;;;;;;;-0.004591;-0.325185;-0.835902;-1.010877;-0.111645;179.952820
03255;;;;;;;;;-0.000026;-0.327273;-0.831634;-1.010615;-0.110984;179.953552
03256;;;;;;;;;-0.008914;-0.329593;-0.831578;-1.010410;-0.110943;179.954208
03257;;;;;;;;;-0.002349;-0.325146;-0.835905;-1.011691;-0.111618;179.953857
03258;;;;;;;;;-0.006671;-0.329552;-0.833697;-1.012349;-0.111923;179.953903
03259;;;;;;;;;-0.006670;-0.329551;-0.835812;-1.011956;-0.111526;179.955017
03260;;;;;;;;;-0.013562;-0.325343;-0.833775;-1.012071;-0.111951;179.955612
03261;;;;;;;;;-0.008913;-0.329591;-0.833694;-1.011134;-0.111137;179.956421
03262;;;;;;;;;-0.006834;-0.325224;-0.835899;-1.010627;-0.110930;179.956573
03263;;;;;;;;;-0.008994;-0.327427;-0.835853;-1.009677;-0.111191;179.956711
03264;;;;;;;;;-0.000107;-0.325109;-0.833793;-1.009192;-0.111449;179.957169
03265;;;;;;;;;-0.006669;-0.329549;-0.837928;-1.009455;-0.111876;179.957031
03266;;;;;;;;;-0.004347;-0.331678;-0.831541;-1.009393;-0.111572;179.957626
03267;;;;;;;;;-0.004593;-0.325188;-0.831671;-1.009126;-0.112392;179.958664
03268;;;;;;;;;-0.004591;-0.325185;-0.835902;-1.008624;-0.112095;179.958923
03269;;;;;;;;;-0.002267;-0.327309;-0.835862;-1.008783;-0.112381;179.959259
03270;;;;;;;;;-0.006671;-0.329552;-0.833697;-1.007941;-0.111952;179.960495
03271;;;;;;;;;-0.009074;-0.325260;-0.840127;-1.007663;-0.111210;179.960556
03272;;;;;;;;;-0.006588;-0.331714;-0.835769;-1.006363;-0.110774;179.960953
03273;;;;;;;;;-0.004592;-0.325187;-0.833787;-1.005734;-0.111177;179.961899
03274;;;;;;;;;-0.006752;-0.327388;-0.835856;-1.005600;-0.111533;179.962769
03275;;;;;;;;;-0.011319;-0.325303;-0.835893;-1.005030;-0.112256;179.962921
03276;;;;;;;;;-0.006673;-0.329555;-0.829466;-1.004952;-0.112550;179.963745
03277;;;;;;;;;-0.004428;-0.329513;-0.833700;-1.005259;-0.112133;179.964508
03278;;;;;;;;;-0.008993;-0.327425;-0.837968;-1.005302;-0.111699;179.964386
03279;;;;;;;;;-0.013315;-0.331830;-0.837875;-1.003821;-0.111449;179.964752
03280;;;;;;;;;-0.008832;-0.331756;-0.831535;-1.003494;-0.111155;179.965057
03281;;;;;;;;;-0.006831;-0.325220;-0.842245;-1.002437;-0.110868;179.964996
03282;;;;;;;;;-0.008996;-0.327430;-0.831622;-1.002044;-0.110443;179.965103
03283;;;;;;;;;-0.004510;-0.327350;-0.833743;-1.002152;-0.110294;179.965439
03284;;;;;;;;;-0.004593;-0.325188;-0.831671;-1.001654;-0.110359;179.966415
03285;;;;;;;;;-0.002184;-0.329471;-0.837934;-1.001634;-0.110283;179.967133
03286;;;;;;;;;-0.013562;-0.325343;-0.833775;-1.001796;-0.109925;179.967499
03287;;;;;;;;;-0.006752;-0.327388;-0.835856;-1.002164;-0.110941;179.968094
03288;;;;;;;;;-0.008832;-0.331754;-0.833650;-1.002704;-0.111174;179.969070
03289;;;;;;;;;-0.006837;-0.325229;-0.829553;-1.002504;-0.110851;179.969788
03290;;;;;;;;;-0.008912;-0.329590;-0.835809;-1.001514;-0.111478;179.969757
03291;;;;;;;;;0.000140;-0.331596;-0.835778;-1.001793;-0.112524;179.969009
03292;;;;;;;;;-0.011072;-0.331790;-0.837878;-1.003016;-0.114457;179.969681
03293;;;;;;;;;-0.006507;-0.333878;-0.833610;-1.003248;-0.113964;179.970215
03294;;;;;;;;;-0.011156;-0.329630;-0.833691;-1.003053;-0.114331;179.971024
03295;;;;;;;;;-0.006589;-0.331715;-0.833653;-1.003956;-0.114696;179.970856
03296;;;;;;;;;-0.010991;-0.333955;-0.835719;-1.004212;-0.115114;179.971451
03297;;;;;;;;;-0.008997;-0.327431;-0.829506;-1.003935;-0.114915;179.971893
03298;;;;;;;;;-0.008832;-0.331754;-0.833650;-1.004716;-0.115496;179.972977
03299;;;;;;;;;-0.004429;-0.329515;-0.831584;-1.006076;-0.116522;179.973389
03300;;;;;;;;;-0.004427;-0.329511;-0.835815;-1.004162;-0.116345;179.973816
03301;;;;;;;;;-0.004430;-0.329516;-0.829469;-1.004505;-0.117299;179.974701
03302;;;;;;;;;-0.011321;-0.325306;-0.831662;-1.004197;-0.117295;179.975647
03303;;;;;;;;;-0.006752;-0.327388;-0.835856;-1.003754;-0.117349;179.976334
03304;;;;;;;;;-0.004513;-0.327355;-0.827397;-1.003560;-0.116709;179.977325
03305;;;;;;;;;-0.011156;-0.329630;-0.833691;-1.003924;-0.117497;179.977722
03306;;;;;;;;;-0.008996;-0.327430;-0.831622;-1.004091;-0.117970;179.978622
03307;;;;;;;;;-0.006588;-0.331714;-0.835769;-1.004637;-0.118712;179.978607
03308;;;;;;;;;-0.002102;-0.331634;-0.837890;-1.004872;-0.119314;179.979370
03309;;;;;;;;;-0.004510;-0.327350;-0.833743;-1.005660;-0.119850;179.980255
03310;;;;;;;;;-0.008831;-0.331753;-0.835766;-1.005214;-0.119239;179.980850
03311;;;;;;;;;-0.008909;-0.329585;-0.842155;-1.005087;-0.119396;179.981934
03312;;;;;;;;;-0.006506;-0.333877;-0.835725;-1.004645;-0.119332;179.982391
03313;;;;;;;;;-0.008830;-0.331751;-0.837881;-1.004080;-0.119486;179.982956
03314;;;;;;;;;-0.008831;-0.331753;-0.835766;-1.004311;-0.119955;179.983292
03315;;;;;;;;;-0.011155;-0.329629;-0.835806;-1.003499;-0.120359;179.984314
03316;;;;;;;;;-0.004344;-0.331673;-0.837887;-1.003171;-0.120472;179.984268
03317;;;;;;;;;-0.006587;-0.331712;-0.837884;-1.003098;-0.119590;179.985397
03318;;;;;;;;;-0.004505;-0.327343;-0.844320;-1.001790;-0.119573;179.985687
03319;;;;;;;;;-0.002185;-0.329472;-0.835818;-1.000976;-0.119065;179.986237
03320;;;;;;;;;-0.004426;-0.329510;-0.837931;-1.000223;-0.118557;179.986801
03321;;;;;;;;;-0.004587;-0.325179;-0.844364;-0.999527;-0.117799;179.986969
03322;;;;;;;;;-0.006504;-0.333874;-0.839956;-0.999635;-0.117529;179.987488
03323;;;;;;;;;-0.004424;-0.329507;-0.842161;-0.999006;-0.117197;179.988007
03324;;;;;;;;;-0.008827;-0.331747;-0.844227;-0.999665;-0.116803;179.988510
03325;;;;;;;;;-0.008992;-0.327424;-0.840083;-1.000697;-0.116520;179.989853
03326;;;;;;;;;-0.008910;-0.329587;-0.840040;-1.000189;-0.117554;179.989746
03327;;;;;;;;;-0.010990;-0.333953;-0.837834;-1.000173;-0.117784;179.990097
03328;;;;;;;;;-0.006666;-0.329545;-0.844274;-1.000036;-0.117152;179.990875
03329;;;;;;;;;-0.008992;-0.327424;-0.840083;-0.999101;-0.117367;179.991714
03330;;;;;;;;;-0.004426;-0.329510;-0.837931;-0.997428;-0.116000;179.993027
03331;;;;;;;;;-0.008991;-0.327422;-0.842199;-0.997414;-0.115909;179.993637
03332;;;;;;;;;-0.013475;-0.327497;-0.846423;-0.995860;-0.115107;179.993607
03333;;;;;;;;;-0.006994;-0.320893;-0.844448;-0.995662;-0.115145;179.994141
03334;;;;;;;;;-0.006584;-0.331708;-0.844230;-0.995645;-0.114094;179.994385
03335;;;;;;;;;-0.006749;-0.327383;-0.842202;-0.995259;-0.114391;179.994461
03336;;;;;;;;;-0.004424;-0.329507;-0.842161;-0.994570;-0.115228;179.994797
03337;;;;;;;;;-0.002019;-0.333795;-0.839962;-0.994798;-0.114661;179.994995
03338;;;;;;;;;-0.004506;-0.327344;-0.842205;-0.994785;-0.114813;179.996155
03339;;;;;;;;;-0.004588;-0.325181;-0.842248;-0.994409;-0.115464;179.997208
03340;;;;;;;;;-0.006584;-0.331708;-0.844230;-0.994333;-0.115430;179.998169
03341;;;;;;;;;-0.009073;-0.325259;-0.842242;-0.994378;-0.115849;179.998016
03342;;;;;;;;;-0.006584;-0.331708;-0.844230;-0.993629;-0.115569;179.998901
03343;;;;;;;;;-0.004423;-0.329505;-0.844277;-0.993373;-0.115590;-179.999695
03344;;;;;;;;;-0.006748;-0.327382;-0.844317;-0.993115;-0.115994;-179.999466
03345;;;;;;;;;-0.009075;-0.325262;-0.838012;-0.993404;-0.116157;-179.999039
03346;;;;;;;;;-0.011233;-0.327460;-0.844311;-0.993082;-0.115878;-179.997757
03347;;;;;;;;;-0.008909;-0.329585;-0.842155;-0.992768;-0.116167;-179.997543
03348;;;;;;;;;-0.004261;-0.333834;-0.839959;-0.993122;-0.115966;-179.997086
03349;;;;;;;;;-0.004507;-0.327345;-0.840090;-0.992671;-0.116310;-179.997269
03350;;;;;;;;;-0.008991;-0.327422;-0.842199;-0.992789;-0.116891;-179.996017
03351;;;;;;;;;-0.011152;-0.329624;-0.842152;-0.992649;-0.116755;-179.995438
03352;;;;;;;;;0.000226;-0.333753;-0.844196;-0.992824;-0.116654;-179.994263
03353;;;;;;;;;-0.008827;-0.331747;-0.844227;-0.991824;-0.116143;-179.993423
03354;;;;;;;;;-0.006585;-0.331709;-0.842115;-0.992119;-0.116018;-179.993698
03355;;;;;;;;;-0.004423;-0.329505;-0.844277;-0.992540;-0.116858;-179.992859
03356;;;;;;;;;-0.009073;-0.325259;-0.842242;-0.992217;-0.117395;-179.992142
03357;;;;;;;;;-0.006665;-0.329543;-0.846389;-0.992756;-0.118297;-179.992142
03358;;;;;;;;;-0.004504;-0.327341;-0.846436;-0.991887;-0.118763;-179.991455
03359;;;;;;;;;-0.006666;-0.329545;-0.844274;-0.991820;-0.118985;-179.990906
03360;;;;;;;;;-0.004421;-0.329502;-0.848508;-0.991193;-0.119987;-179.990005
03361;;;;;;;;;-0.006667;-0.329546;-0.842158;-0.990321;-0.119714;-179.989563
03362;;;;;;;;;-0.011153;-0.329626;-0.840037;-0.989880;-0.120110;-179.988586
03363;;;;;;;;;-0.006584;-0.331708;-0.844230;-0.989440;-0.120153;-179.988647
03364;;;;;;;;;-0.004343;-0.331670;-0.842118;-0.989367;-0.120570;-179.988312
03365;;;;;;;;;-0.006501;-0.333869;-0.846302;-0.988734;-0.120381;-179.987656
03366;;;;;;;;;-0.004256;-0.333825;-0.852651;-0.987919;-0.120362;-179.987854
03367;;;;;;;;;-0.008746;-0.333911;-0.842068;-0.988471;-0.119595;-179.986801
03368;;;;;;;;;-0.008828;-0.331748;-0.842112;-0.988026;-0.118702;-179.986816
03369;;;;;;;;;-0.004422;-0.329504;-0.846392;-0.988140;-0.118120;-179.985657
03370;;;;;;;;;-0.006666;-0.329545;-0.844274;-0.988064;-0.117980;-179.985168
03371;;;;;;;;;-0.004506;-0.327344;-0.842205;-0.987998;-0.117531;-179.984863
