alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
0.0007296184821042563,0.0011496220988032393,-0.0021317896615997392,0.00011188965423740537,-0.0007161898637696669,-0.001447851385917321,0.0016941761776635943,-4.26989673142216e-05,0.0009510107125724796,-0.02864565133757882,-0.002213748489216348,-0.008590732906149878,-0.00033411959644217464,-0.00015454409181031722
