alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
-0.0008553113728616943,0.0027450228983099127,0.026638742217234564,0.0008272124376833056,0.0008410071615722961,0.0004823818922242546,-0.003999543891526007,5.8795660050838254e-05,-0.0008409146234292856,-0.01729389324103545,0.009017519943698935,-0.018781695742026403,0.0008367515487224335,-0.0016837650171403786
