alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
-3.899718718485684e-07,3.0625526988768107e-05,-1.06806398237864e-05,-8.343233047627486e-07,0.0001699143876427319,5.2888925414211095e-05,-3.361893190910578e-05,-3.29284236858981e-05,0.00010898793628263547,-0.017216494807772785,0.009043012744117354,-0.018816214713762415,0.0008194374201928741,-0.0016768463694358138
