alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
-0.00012300918602358286,0.003900831017593993,0.024498512772570327,0.0009391946484324361,0.00015857399031566187,-0.0009751058735464528,-0.002304271900358746,4.890979006265903e-06,0.0001378627650530406,-0.028632258712230418,-0.0022122733967029277,-0.008597839267258659,-0.0003342008989091657,-0.00015069248459709478
