alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
-7.640857865943962e-05,-0.00023099482240383925,-0.00025580812762838686,-0.0017925030848963885,-0.00197367029504136,-0.0002459806428757994,0.001668681601481314,0.0013602113519882312,0.0001394740938261759,-0.03188321083678064,-0.002103302362842803,-0.05904292890641915,-1.9988673510306878e-05,-0.0003273481362878699
