alpha_x,alpha_y,alpha_z,alpha_xx,alpha_yy,alpha_zz,alpha_yz,alpha_zx,alpha_zy,mu_x,mu_y,mu_z,hi_x,hi_y
-0.0008160652487064237,0.002650857458613807,0.02601880619738374,0.0007829511744649203,0.0006690762537414802,-0.00030986936596088665,-0.001998975851647022,-4.398142963866217e-05,-0.0008077674911603134,-0.029079429671366532,-0.0020041428706657235,-0.008556699696967061,-0.00012156868285528118,-0.0009622516423321906
