PacketCounter;SampleTimeFine;Year;Month;Day;Second;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw
00586;384615;;;;;;;;;;;;;-0.105198;0.315881;-0.819129;-0.589094;-0.213224;-9.405017
00587;384715;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.588491;-0.212569;-9.404634
00588;384815;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.588004;-0.212932;-9.436245
00589;384915;;;;;;;;;;;;;-0.100713;0.315959;-0.819135;-0.588532;-0.212616;-9.415133
00590;385015;;;;;;;;;;;;;-0.096225;0.316042;-0.825487;-0.588592;-0.213126;-9.418468
00591;385115;;;;;;;;;;;;;-0.100793;0.318125;-0.823409;-0.589140;-0.213196;-9.438326
00592;385215;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.589585;-0.213015;-9.432795
00593;385315;;;;;;;;;;;;;-0.100716;0.315955;-0.812788;-0.589509;-0.213625;-9.450157
00594;385415;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.589199;-0.213881;-9.452951
00595;385515;;;;;;;;;;;;;-0.100628;0.313801;-0.825437;-0.589789;-0.214541;-9.466860
00596;385615;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.590001;-0.213984;-9.468006
00597;385715;;;;;;;;;;;;;-0.100715;0.315956;-0.814904;-0.589828;-0.214140;-9.481836
00598;385815;;;;;;;;;;;;;-0.098550;0.318164;-0.823412;-0.589364;-0.213054;-9.482094
00599;385915;;;;;;;;;;;;;-0.094066;0.318241;-0.821303;-0.589986;-0.213688;-9.496997
00600;386015;;;;;;;;;;;;;-0.093984;0.316078;-0.821259;-0.590174;-0.212696;-9.495970
00601;386115;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.590414;-0.212775;-9.486142
00602;386215;;;;;;;;;;;;;-0.093902;0.313915;-0.821216;-0.590527;-0.212975;-9.492187
00603;386315;;;;;;;;;;;;;-0.093820;0.311752;-0.821172;-0.590347;-0.213135;-9.509004
00604;386415;;;;;;;;;;;;;-0.098551;0.318163;-0.821297;-0.590602;-0.212467;-9.505374
00605;386515;;;;;;;;;;;;;-0.098717;0.322486;-0.817153;-0.590443;-0.212303;-9.511117
00606;386615;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.590875;-0.212099;-9.525270
00607;386715;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.591877;-0.211451;-9.531395
00608;386815;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.593246;-0.210338;-9.538256
00609;386915;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.593823;-0.210769;-9.544603
00610;387015;;;;;;;;;;;;;-0.093984;0.316078;-0.821259;-0.593329;-0.209987;-9.549757
00611;387115;;;;;;;;;;;;;-0.098549;0.318166;-0.825528;-0.592712;-0.210307;-9.554658
00612;387215;;;;;;;;;;;;;-0.096146;0.313874;-0.819097;-0.591830;-0.210477;-9.551006
00613;387315;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.592303;-0.210361;-9.562511
00614;387415;;;;;;;;;;;;;-0.102875;0.313755;-0.816973;-0.591867;-0.210239;-9.565162
00615;387515;;;;;;;;;;;;;-0.105278;0.318047;-0.823403;-0.591794;-0.210222;-9.570427
00616;387615;;;;;;;;;;;;;-0.100711;0.315962;-0.823366;-0.591603;-0.210191;-9.589177
00617;387715;;;;;;;;;;;;;-0.098387;0.313837;-0.821210;-0.591210;-0.209499;-9.600566
00618;387815;;;;;;;;;;;;;-0.100795;0.318122;-0.819178;-0.590842;-0.209978;-9.596279
00619;387915;;;;;;;;;;;;;-0.100794;0.318124;-0.821294;-0.590786;-0.209268;-9.594929
00620;388015;;;;;;;;;;;;;-0.096310;0.318200;-0.819185;-0.590608;-0.208940;-9.607037
00621;388115;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.590043;-0.209519;-9.614982
00622;388215;;;;;;;;;;;;;-0.098389;0.313833;-0.816979;-0.589223;-0.209145;-9.606652
00623;388315;;;;;;;;;;;;;-0.098550;0.318164;-0.823412;-0.588840;-0.209063;-9.613091
00624;388415;;;;;;;;;;;;;-0.093902;0.313915;-0.821216;-0.589000;-0.209155;-9.627237
00625;388515;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.589162;-0.208183;-9.633955
00626;388615;;;;;;;;;;;;;-0.100546;0.311638;-0.825394;-0.588790;-0.206356;-9.629869
00627;388715;;;;;;;;;;;;;-0.094067;0.318239;-0.819187;-0.588447;-0.206481;-9.646287
00628;388815;;;;;;;;;;;;;-0.100713;0.315959;-0.819135;-0.589091;-0.205901;-9.660991
00629;388915;;;;;;;;;;;;;-0.100549;0.311633;-0.819048;-0.588925;-0.206029;-9.646635
00630;389015;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.589157;-0.205889;-9.669210
00631;389115;;;;;;;;;;;;;-0.096229;0.316036;-0.817026;-0.589690;-0.205593;-9.678733
00632;389215;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.590194;-0.205621;-9.669104
00633;389315;;;;;;;;;;;;;-0.100794;0.318124;-0.821294;-0.590178;-0.205888;-9.675007
00634;389415;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.590026;-0.205439;-9.693445
00635;389515;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.590827;-0.205191;-9.700475
00636;389615;;;;;;;;;;;;;-0.098550;0.318164;-0.823412;-0.590393;-0.205612;-9.702281
00637;389715;;;;;;;;;;;;;-0.091823;0.318281;-0.823421;-0.590200;-0.205668;-9.707037
00638;389815;;;;;;;;;;;;;-0.100547;0.311636;-0.823279;-0.589541;-0.206084;-9.713737
00639;389915;;;;;;;;;;;;;-0.098717;0.322486;-0.817153;-0.589404;-0.207070;-9.700458
00640;390015;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.589458;-0.207679;-9.726185
00641;390115;;;;;;;;;;;;;-0.089500;0.316155;-0.819150;-0.589390;-0.208249;-9.725349
00642;390215;;;;;;;;;;;;;-0.096146;0.313874;-0.819097;-0.589445;-0.208175;-9.732615
00643;390315;;;;;;;;;;;;;-0.098551;0.318163;-0.821297;-0.589620;-0.208623;-9.717775
00644;390415;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.589735;-0.208853;-9.733545
00645;390515;;;;;;;;;;;;;-0.100630;0.313797;-0.821207;-0.589556;-0.208421;-9.743183
00646;390615;;;;;;;;;;;;;-0.102789;0.311599;-0.825391;-0.589329;-0.207913;-9.749955
00647;390715;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.589146;-0.207304;-9.759543
00648;390815;;;;;;;;;;;;;-0.098309;0.311668;-0.812705;-0.588354;-0.207211;-9.771054
00649;390915;;;;;;;;;;;;;-0.096307;0.318205;-0.825531;-0.588333;-0.207833;-9.764257
00650;391015;;;;;;;;;;;;;-0.096311;0.318199;-0.817069;-0.587886;-0.207603;-9.771354
00651;391115;;;;;;;;;;;;;-0.100792;0.318127;-0.825525;-0.587331;-0.207880;-9.769938
00652;391215;;;;;;;;;;;;;-0.098631;0.320329;-0.825571;-0.587875;-0.207320;-9.775147
00653;391315;;;;;;;;;;;;;-0.093983;0.316079;-0.823375;-0.588767;-0.206653;-9.791266
00654;391415;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.590156;-0.206449;-9.791582
00655;391515;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.592027;-0.207196;-9.786800
00656;391615;;;;;;;;;;;;;-0.094147;0.320405;-0.823462;-0.593147;-0.207042;-9.796579
00657;391715;;;;;;;;;;;;;-0.100714;0.315958;-0.817019;-0.593552;-0.206676;-9.807881
00658;391815;;;;;;;;;;;;;-0.102874;0.313757;-0.819088;-0.592898;-0.207600;-9.803821
00659;391915;;;;;;;;;;;;;-0.100630;0.313797;-0.821207;-0.593594;-0.207390;-9.820832
00660;392015;;;;;;;;;;;;;-0.096229;0.316036;-0.817026;-0.593722;-0.207093;-9.831835
00661;392115;;;;;;;;;;;;;-0.100793;0.318125;-0.823409;-0.593956;-0.207749;-9.833085
00662;392215;;;;;;;;;;;;;-0.096144;0.313877;-0.823328;-0.594178;-0.208151;-9.826404
00663;392315;;;;;;;;;;;;;-0.098635;0.320323;-0.817110;-0.594717;-0.208082;-9.841365
00664;392415;;;;;;;;;;;;;-0.098471;0.315997;-0.817023;-0.595667;-0.208290;-9.838152
00665;392515;;;;;;;;;;;;;-0.098636;0.320321;-0.814994;-0.596323;-0.208352;-9.847806
00666;392615;;;;;;;;;;;;;-0.093738;0.309589;-0.821129;-0.597937;-0.207595;-9.855818
00667;392715;;;;;;;;;;;;;-0.096229;0.316036;-0.817026;-0.598607;-0.207663;-9.860299
00668;392815;;;;;;;;;;;;;-0.098306;0.311672;-0.819051;-0.599579;-0.207758;-9.858797
00669;392915;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.599390;-0.207367;-9.866935
00670;393015;;;;;;;;;;;;;-0.089500;0.316155;-0.819150;-0.598437;-0.207018;-9.877660
00671;393115;;;;;;;;;;;;;-0.096388;0.320369;-0.827690;-0.598517;-0.207175;-9.888214
00672;393215;;;;;;;;;;;;;-0.094150;0.320401;-0.817116;-0.597207;-0.206790;-9.869190
00673;393315;;;;;;;;;;;;;-0.096062;0.311714;-0.823285;-0.596111;-0.206071;-9.883418
00674;393415;;;;;;;;;;;;;-0.100876;0.320287;-0.821337;-0.596991;-0.206402;-9.885728
00675;393515;;;;;;;;;;;;;-0.093985;0.316077;-0.819144;-0.596749;-0.205617;-9.895071
00676;393615;;;;;;;;;;;;;-0.093984;0.316078;-0.821259;-0.596573;-0.205852;-9.905020
00677;393715;;;;;;;;;;;;;-0.105197;0.315882;-0.821244;-0.595295;-0.205491;-9.900290
00678;393815;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.595763;-0.206228;-9.903654
00679;393915;;;;;;;;;;;;;-0.096063;0.311713;-0.821169;-0.595965;-0.207098;-9.922157
00680;394015;;;;;;;;;;;;;-0.096063;0.311713;-0.821169;-0.596654;-0.207198;-9.917109
00681;394115;;;;;;;;;;;;;-0.100796;0.318120;-0.817063;-0.597140;-0.207405;-9.919602
00682;394215;;;;;;;;;;;;;-0.102872;0.313760;-0.823319;-0.597070;-0.207188;-9.924598
00683;394315;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.596670;-0.207442;-9.936347
00684;394415;;;;;;;;;;;;;-0.100794;0.318124;-0.821294;-0.596242;-0.206940;-9.948039
00685;394515;;;;;;;;;;;;;-0.096227;0.316039;-0.821256;-0.595755;-0.206981;-9.937456
00686;394615;;;;;;;;;;;;;-0.100712;0.315961;-0.821250;-0.596037;-0.206192;-9.951773
00687;394715;;;;;;;;;;;;;-0.093983;0.316079;-0.823375;-0.595376;-0.205740;-9.947556
00688;394815;;;;;;;;;;;;;-0.100711;0.315962;-0.823366;-0.594839;-0.205780;-9.963152
00689;394915;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.595904;-0.205594;-9.952820
00690;395015;;;;;;;;;;;;;-0.094067;0.318239;-0.819187;-0.596260;-0.205607;-9.972296
00691;395115;;;;;;;;;;;;;-0.093983;0.316079;-0.823375;-0.596558;-0.206253;-9.968371
00692;395215;;;;;;;;;;;;;-0.096226;0.316040;-0.823372;-0.596421;-0.206125;-9.967262
00693;395315;;;;;;;;;;;;;-0.100547;0.311636;-0.823279;-0.596656;-0.205331;-9.972803
00694;395415;;;;;;;;;;;;;-0.094066;0.318241;-0.821303;-0.596154;-0.206011;-9.981932
00695;395515;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.596621;-0.205824;-9.995685
00696;395615;;;;;;;;;;;;;-0.100795;0.318122;-0.819178;-0.596430;-0.206122;-9.987638
00697;395715;;;;;;;;;;;;;-0.100631;0.313796;-0.819091;-0.596390;-0.206104;-10.000088
00698;395815;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.595983;-0.205861;-10.009969
00699;395915;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.596174;-0.206377;-10.017247
00700;396015;;;;;;;;;;;;;-0.098387;0.313837;-0.821210;-0.596805;-0.206158;-10.018414
00701;396115;;;;;;;;;;;;;-0.098386;0.313840;-0.825440;-0.597379;-0.206357;-10.018613
00702;396215;;;;;;;;;;;;;-0.100713;0.315959;-0.819135;-0.596797;-0.207240;-10.028464
00703;396315;;;;;;;;;;;;;-0.098548;0.318167;-0.827643;-0.597524;-0.207393;-10.035025
00704;396415;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.597446;-0.208464;-10.046024
00705;396515;;;;;;;;;;;;;-0.102953;0.315923;-0.823363;-0.597473;-0.209754;-10.045927
00706;396615;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.598590;-0.209692;-10.052714
00707;396715;;;;;;;;;;;;;-0.096144;0.313877;-0.823328;-0.598635;-0.209495;-10.071585
00708;396815;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.598858;-0.208595;-10.073372
00709;396915;;;;;;;;;;;;;-0.098387;0.313837;-0.821210;-0.598775;-0.207706;-10.063147
00710;397015;;;;;;;;;;;;;-0.098553;0.318160;-0.817066;-0.598508;-0.206704;-10.074877
00711;397115;;;;;;;;;;;;;-0.094066;0.318241;-0.821303;-0.598052;-0.206861;-10.082402
00712;397215;;;;;;;;;;;;;-0.094067;0.318239;-0.819187;-0.596882;-0.206926;-10.087219
00713;397315;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.597524;-0.206911;-10.079835
00714;397415;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.596549;-0.206901;-10.084261
00715;397515;;;;;;;;;;;;;-0.100712;0.315961;-0.821250;-0.596318;-0.206376;-10.099212
00716;397615;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.596509;-0.206424;-10.102410
00717;397715;;;;;;;;;;;;;-0.102953;0.315923;-0.823363;-0.596722;-0.206553;-10.116623
00718;397815;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.596123;-0.206247;-10.118439
00719;397915;;;;;;;;;;;;;-0.103118;0.320248;-0.821334;-0.596898;-0.206639;-10.133238
00720;398015;;;;;;;;;;;;;-0.094067;0.318239;-0.819187;-0.597024;-0.206627;-10.128584
00721;398115;;;;;;;;;;;;;-0.098387;0.313838;-0.823325;-0.597225;-0.206687;-10.144070
00722;398215;;;;;;;;;;;;;-0.098387;0.313837;-0.821210;-0.597600;-0.207124;-10.126573
00723;398315;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.596829;-0.206999;-10.142100
00724;398415;;;;;;;;;;;;;-0.100712;0.315961;-0.821250;-0.596021;-0.207703;-10.148777
00725;398515;;;;;;;;;;;;;-0.096226;0.316040;-0.823372;-0.595900;-0.207031;-10.155603
00726;398615;;;;;;;;;;;;;-0.100714;0.315958;-0.817019;-0.595144;-0.206688;-10.167210
00727;398715;;;;;;;;;;;;;-0.100629;0.313799;-0.823322;-0.595754;-0.206227;-10.160859
00728;398815;;;;;;;;;;;;;-0.093984;0.316078;-0.821259;-0.596120;-0.205458;-10.177718
00729;398915;;;;;;;;;;;;;-0.100795;0.318122;-0.819178;-0.596662;-0.205323;-10.185873
00730;399015;;;;;;;;;;;;;-0.098387;0.313837;-0.821210;-0.596941;-0.205059;-10.169113
00731;399115;;;;;;;;;;;;;-0.098387;0.313838;-0.823325;-0.597186;-0.205100;-10.190501
00732;399215;;;;;;;;;;;;;-0.100630;0.313797;-0.821207;-0.597074;-0.205384;-10.192439
00733;399315;;;;;;;;;;;;;-0.091743;0.316116;-0.819147;-0.596799;-0.205413;-10.198226
00734;399415;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.597741;-0.205546;-10.212803
00735;399515;;;;;;;;;;;;;-0.096063;0.311713;-0.821169;-0.598490;-0.205842;-10.189913
00736;399615;;;;;;;;;;;;;-0.096310;0.318200;-0.819185;-0.597971;-0.205851;-10.210052
00737;399715;;;;;;;;;;;;;-0.096230;0.316034;-0.814910;-0.596908;-0.205962;-10.212926
00738;399815;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.596931;-0.205429;-10.216783
00739;399915;;;;;;;;;;;;;-0.100795;0.318122;-0.819178;-0.596511;-0.205141;-10.223033
00740;400015;;;;;;;;;;;;;-0.089663;0.320482;-0.821353;-0.595855;-0.205569;-10.232930
00741;400115;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.596119;-0.205367;-10.242080
00742;400215;;;;;;;;;;;;;-0.093737;0.309590;-0.823244;-0.596245;-0.205069;-10.222913
00743;400315;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.596764;-0.204680;-10.239611
00744;400415;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.596513;-0.204503;-10.239189
00745;400515;;;;;;;;;;;;;-0.100796;0.318120;-0.817063;-0.595809;-0.204460;-10.249081
00746;400615;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.596384;-0.204618;-10.252206
00747;400715;;;;;;;;;;;;;-0.096228;0.316037;-0.819141;-0.596433;-0.205205;-10.263151
00748;400815;;;;;;;;;;;;;-0.098549;0.318166;-0.825528;-0.596079;-0.206339;-10.266064
00749;400915;;;;;;;;;;;;;-0.102872;0.313760;-0.823319;-0.596188;-0.206718;-10.267150
00750;401015;;;;;;;;;;;;;-0.098468;0.316001;-0.823369;-0.595554;-0.207749;-10.274773
00751;401115;;;;;;;;;;;;;-0.098550;0.318164;-0.823412;-0.595611;-0.208264;-10.288888
00752;401215;;;;;;;;;;;;;-0.096065;0.311710;-0.816939;-0.595557;-0.207943;-10.285445
00753;401315;;;;;;;;;;;;;-0.093985;0.316077;-0.819144;-0.595308;-0.208161;-10.289461
00754;401415;;;;;;;;;;;;;-0.098631;0.320329;-0.825571;-0.594958;-0.208298;-10.291434
00755;401515;;;;;;;;;;;;;-0.098388;0.313835;-0.819094;-0.595361;-0.208187;-10.290974
00756;401615;;;;;;;;;;;;;-0.096230;0.316034;-0.814910;-0.594986;-0.208304;-10.303256
00757;401715;;;;;;;;;;;;;-0.093738;0.309589;-0.821129;-0.594449;-0.207530;-10.310851
00758;401815;;;;;;;;;;;;;-0.100628;0.313801;-0.825437;-0.593392;-0.207111;-10.311631
00759;401915;;;;;;;;;;;;;-0.096229;0.316036;-0.817026;-0.593912;-0.206297;-10.314170
00760;402015;;;;;;;;;;;;;-0.102952;0.315925;-0.825478;-0.593481;-0.205077;-10.330000
00761;402115;;;;;;;;;;;;;-0.096226;0.316040;-0.823372;-0.593135;-0.204103;-10.326901
00762;402215;;;;;;;;;;;;;-0.098468;0.316001;-0.823369;-0.593662;-0.204154;-10.344515
00763;402315;;;;;;;;;;;;;-0.091495;0.309629;-0.823247;-0.594237;-0.203613;-10.335673
00764;402415;;;;;;;;;;;;;-0.098468;0.316001;-0.823369;-0.595147;-0.204386;-10.344237
00765;402515;;;;;;;;;;;;;-0.100794;0.318124;-0.821294;-0.595037;-0.203931;-10.337517
00766;402615;;;;;;;;;;;;;-0.093903;0.313913;-0.819100;-0.594877;-0.204308;-10.352072
00767;402715;;;;;;;;;;;;;-0.100631;0.313796;-0.819091;-0.595100;-0.205057;-10.361819
00768;402815;;;;;;;;;;;;;-0.091743;0.316114;-0.817032;-0.594665;-0.204749;-10.354490
00769;402915;;;;;;;;;;;;;-0.094065;0.318242;-0.823418;-0.594335;-0.204645;-10.371170
00770;403015;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.594125;-0.204631;-10.358577
00771;403115;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.593426;-0.203583;-10.365847
00772;403215;;;;;;;;;;;;;-0.096310;0.318200;-0.819185;-0.593440;-0.203469;-10.381336
00773;403315;;;;;;;;;;;;;-0.096146;0.313874;-0.819097;-0.593239;-0.202292;-10.378870
00774;403415;;;;;;;;;;;;;-0.096226;0.316040;-0.823372;-0.593457;-0.200568;-10.382971
00775;403515;;;;;;;;;;;;;-0.098552;0.318161;-0.819181;-0.592870;-0.199179;-10.388916
00776;403615;;;;;;;;;;;;;-0.093986;0.316075;-0.817029;-0.592806;-0.197989;-10.393083
00777;403715;;;;;;;;;;;;;-0.100795;0.318122;-0.819178;-0.592890;-0.197112;-10.401196
00778;403815;;;;;;;;;;;;;-0.100631;0.313796;-0.819091;-0.592635;-0.197412;-10.400860
00779;403915;;;;;;;;;;;;;-0.096307;0.318205;-0.825531;-0.592532;-0.198155;-10.414619
00780;404015;;;;;;;;;;;;;-0.098631;0.320329;-0.825571;-0.593358;-0.198622;-10.420991
00781;404115;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.594112;-0.198392;-10.418179
00782;404215;;;;;;;;;;;;;-0.096063;0.311713;-0.821169;-0.594597;-0.198378;-10.425504
00783;404315;;;;;;;;;;;;;-0.100713;0.315959;-0.819135;-0.595171;-0.198206;-10.432503
00784;404415;;;;;;;;;;;;;-0.093982;0.316081;-0.825490;-0.594944;-0.197680;-10.435198
00785;404515;;;;;;;;;;;;;-0.100631;0.313796;-0.819091;-0.595132;-0.197669;-10.447377
00786;404615;;;;;;;;;;;;;-0.096227;0.316039;-0.821256;-0.594972;-0.197123;-10.440532
00787;404715;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.594916;-0.197679;-10.457438
00788;404815;;;;;;;;;;;;;-0.096310;0.318200;-0.819185;-0.594419;-0.197548;-10.453773
00789;404915;;;;;;;;;;;;;-0.100629;0.313799;-0.823322;-0.594049;-0.197242;-10.457606
00790;405015;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.593757;-0.196737;-10.462660
00791;405115;;;;;;;;;;;;;-0.091743;0.316116;-0.819147;-0.593118;-0.196125;-10.475456
00792;405215;;;;;;;;;;;;;-0.096227;0.316039;-0.821256;-0.593858;-0.195183;-10.481699
00793;405315;;;;;;;;;;;;;-0.098551;0.318163;-0.821297;-0.594156;-0.194830;-10.466497
00794;405415;;;;;;;;;;;;;-0.098550;0.318164;-0.823412;-0.593830;-0.194152;-10.478434
00795;405515;;;;;;;;;;;;;-0.096229;0.316036;-0.817026;-0.592921;-0.193658;-10.486691
00796;405615;;;;;;;;;;;;;-0.100714;0.315958;-0.817019;-0.592678;-0.193316;-10.492762
00797;405715;;;;;;;;;;;;;-0.093985;0.316077;-0.819144;-0.593426;-0.192732;-10.494417
00798;405815;;;;;;;;;;;;;-0.100632;0.313794;-0.816976;-0.593079;-0.192808;-10.506824
00799;405915;;;;;;;;;;;;;-0.098223;0.309511;-0.821123;-0.592285;-0.193252;-10.499610
00800;406015;;;;;;;;;;;;;-0.093983;0.316079;-0.823375;-0.591556;-0.193946;-10.514021
00801;406115;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.591547;-0.194693;-10.516967
00802;406215;;;;;;;;;;;;;-0.096062;0.311714;-0.823285;-0.591894;-0.195175;-10.511468
00803;406315;;;;;;;;;;;;;-0.098469;0.316000;-0.821253;-0.591257;-0.195176;-10.523838
00804;406415;;;;;;;;;;;;;-0.096144;0.313877;-0.823328;-0.591903;-0.194038;-10.526587
00805;406515;;;;;;;;;;;;;-0.098553;0.318160;-0.817066;-0.591869;-0.194362;-10.534966
00806;406615;;;;;;;;;;;;;-0.098470;0.315998;-0.819138;-0.591885;-0.193012;-10.536745
00807;406715;;;;;;;;;;;;;-0.096062;0.311714;-0.823285;-0.592380;-0.192604;-10.544350
00808;406815;;;;;;;;;;;;;-0.096308;0.318203;-0.823416;-0.592130;-0.192715;-10.550520
00809;406915;;;;;;;;;;;;;-0.093904;0.313912;-0.816985;-0.592053;-0.191902;-10.552015
00810;407015;;;;;;;;;;;;;-0.100548;0.311635;-0.821163;-0.592294;-0.191861;-10.554815
00811;407115;;;;;;;;;;;;;-0.096226;0.316040;-0.823372;-0.592315;-0.191377;-10.556227
00812;407215;;;;;;;;;;;;;-0.093901;0.313916;-0.823331;-0.592907;-0.190799;-10.571848
00813;407315;;;;;;;;;;;;;-0.096147;0.313873;-0.816982;-0.593595;-0.189727;-10.568434
00814;407415;;;;;;;;;;;;;-0.100713;0.315959;-0.819135;-0.593713;-0.188943;-10.568935
00815;407515;;;;;;;;;;;;;-0.100797;0.318119;-0.814948;-0.592021;-0.188614;-10.577465
00816;407615;;;;;;;;;;;;;-0.098556;0.318155;-0.810720;-0.591462;-0.188899;-10.590235
00817;407715;;;;;;;;;;;;;-0.098555;0.318157;-0.812835;-0.591555;-0.188394;-10.595771
00818;407815;;;;;;;;;;;;;-0.100962;0.322444;-0.812919;-0.591940;-0.188284;-10.596620
00819;407915;;;;;;;;;;;;;-0.102958;0.315916;-0.812785;-0.591258;-0.187635;-10.601680
00820;408015;;;;;;;;;;;;;-0.089586;0.318311;-0.810732;-0.591817;-0.187992;-10.609513
00821;408115;;;;;;;;;;;;;-0.098390;0.313832;-0.814863;-0.591685;-0.186794;-10.619826
00822;408215;;;;;;;;;;;;;-0.096150;0.313868;-0.810636;-0.591353;-0.185880;-10.602218
00823;408315;;;;;;;;;;;;;-0.100636;0.313788;-0.808514;-0.591097;-0.184913;-10.616964
00824;408415;;;;;;;;;;;;;-0.100634;0.313792;-0.812745;-0.590533;-0.183889;-10.619141
00825;408515;;;;;;;;;;;;;-0.094154;0.320395;-0.808654;-0.591226;-0.183241;-10.627520
00826;408615;;;;;;;;;;;;;-0.100553;0.311627;-0.810586;-0.591704;-0.184413;-10.632329
00827;408715;;;;;;;;;;;;;-0.096313;0.318194;-0.810723;-0.592153;-0.185126;-10.628963
00828;408815;;;;;;;;;;;;;-0.091746;0.316109;-0.810685;-0.592420;-0.185655;-10.639465
00829;408915;;;;;;;;;;;;;-0.102960;0.315912;-0.808555;-0.591431;-0.185840;-10.641001
00830;409015;;;;;;;;;;;;;-0.096232;0.316030;-0.808564;-0.591433;-0.186227;-10.642556
00831;409115;;;;;;;;;;;;;-0.098475;0.315991;-0.808561;-0.592046;-0.186150;-10.652404
00832;409215;;;;;;;;;;;;;-0.096149;0.313870;-0.812751;-0.591495;-0.185930;-10.652502
00833;409315;;;;;;;;;;;;;-0.098475;0.315991;-0.808561;-0.591498;-0.184695;-10.658002
00834;409415;;;;;;;;;;;;;-0.096313;0.318196;-0.812838;-0.591811;-0.183373;-10.659795
00835;409515;;;;;;;;;;;;;-0.100798;0.318118;-0.812832;-0.592736;-0.182069;-10.664215
00836;409615;;;;;;;;;;;;;-0.094071;0.318233;-0.810726;-0.592208;-0.181100;-10.667285
00837;409715;;;;;;;;;;;;;-0.093990;0.316069;-0.808567;-0.591652;-0.181204;-10.672503
00838;409815;;;;;;;;;;;;;-0.091664;0.313948;-0.812757;-0.591475;-0.181176;-10.673926
00839;409915;;;;;;;;;;;;;-0.098555;0.318157;-0.812835;-0.590786;-0.181524;-10.678777
00840;410015;;;;;;;;;;;;;-0.098556;0.318155;-0.810720;-0.590925;-0.181743;-10.682075
00841;410115;;;;;;;;;;;;;-0.096230;0.316034;-0.814910;-0.590985;-0.181837;-10.688277
00842;410215;;;;;;;;;;;;;-0.098473;0.315994;-0.812792;-0.590983;-0.182294;-10.691427
00843;410315;;;;;;;;;;;;;-0.098556;0.318155;-0.810720;-0.591928;-0.182494;-10.694209
00844;410415;;;;;;;;;;;;;-0.096314;0.318193;-0.808608;-0.593144;-0.182276;-10.698625
00845;410515;;;;;;;;;;;;;-0.098391;0.313831;-0.812748;-0.593699;-0.182302;-10.702025
00846;410615;;;;;;;;;;;;;-0.098474;0.315992;-0.810676;-0.594395;-0.182489;-10.704171
